id,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau
1579,F,N,N,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,3.741.917.808.219.170,17.487.671.232.876.700,1,1,1,0,2.0,FALSE
1580,F,N,N,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,3.741.917.808.219.170,17.487.671.232.876.700,1,1,1,0,2.0,FALSE
1581,F,N,N,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,3.741.917.808.219.170,17.487.671.232.876.700,1,1,1,0,2.0,FALSE
1582,F,N,Y,0,Pensioner,Secondary / secondary special,Separated,House / apartment,5.968.767.123.287.670,-10.006.657.534.246.500,1,0,1,0,1.0,FALSE
1583,F,N,N,0,Pensioner,Lower secondary,Married,House / apartment,640.027.397.260.274,-10.006.657.534.246.500,1,0,0,0,2.0,FALSE
1584,F,N,Y,1,State servant,Secondary / secondary special,Married,House / apartment,4.131.780.821.917.800,5.646.575.342.465.750,1,0,1,0,3.0,FALSE
1585,F,N,Y,1,Working,Secondary / secondary special,Civil marriage,House / apartment,485.972.602.739.726,12.904.109.589.041.000,1,1,1,0,3.0,FALSE
1586,F,N,Y,1,Working,Secondary / secondary special,Civil marriage,House / apartment,485.972.602.739.726,12.904.109.589.041.000,1,1,1,0,3.0,FALSE
1587,F,N,Y,1,Working,Secondary / secondary special,Civil marriage,House / apartment,485.972.602.739.726,12.904.109.589.041.000,1,1,1,0,3.0,FALSE
1588,F,N,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.826.849.315.068.490,-10.006.657.534.246.500,1,0,0,0,2.0,FALSE
1589,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,4.721.917.808.219.170,7.397.260.273.972.600,1,0,1,0,2.0,FALSE
1590,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,4.721.917.808.219.170,7.397.260.273.972.600,1,0,1,0,2.0,FALSE
1591,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,4.721.917.808.219.170,7.397.260.273.972.600,1,0,1,0,2.0,FALSE
1592,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,31.572.602.739.726.000,447.945.205.479.452,1,0,1,1,3.0,FALSE
1593,M,Y,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,4.326.027.397.260.270,5.312.328.767.123.280,1,0,0,0,4.0,FALSE
1594,F,N,N,1,Commercial associate,Secondary / secondary special,Married,House / apartment,3.955.616.438.356.160,6.438.356.164.383.560,1,0,0,0,3.0,FALSE
1595,F,N,N,1,Commercial associate,Secondary / secondary special,Married,House / apartment,3.955.616.438.356.160,6.438.356.164.383.560,1,0,0,0,3.0,FALSE
1596,F,N,N,1,Commercial associate,Secondary / secondary special,Married,House / apartment,3.955.616.438.356.160,6.438.356.164.383.560,1,0,0,0,3.0,FALSE
1597,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,4.578.630.136.986.300,6.145.205.479.452.050,1,0,0,0,2.0,FALSE
1598,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,4.578.630.136.986.300,6.145.205.479.452.050,1,0,0,0,2.0,FALSE
1599,F,N,N,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.681.369.863.013.690,-10.006.657.534.246.500,1,0,0,0,2.0,FALSE
1600,F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,6.747.671.232.876.710,-10.006.657.534.246.500,1,0,0,0,1.0,FALSE
1601,F,N,Y,0,Pensioner,Secondary / secondary special,Widow,House / apartment,6.747.671.232.876.710,-10.006.657.534.246.500,1,0,0,0,1.0,FALSE
1602,F,Y,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,3.069.041.095.890.410,34.794.520.547.945.200,1,1,0,0,1.0,FALSE
1603,M,Y,Y,2,Working,Secondary / secondary special,Married,Rented apartment,35.608.219.178.082.100,14.983.561.643.835.600,1,0,0,0,4.0,FALSE
1604,M,Y,Y,2,Working,Secondary / secondary special,Married,Rented apartment,35.608.219.178.082.100,14.983.561.643.835.600,1,0,0,0,4.0,FALSE
1605,M,Y,Y,2,Working,Secondary / secondary special,Married,Rented apartment,35.608.219.178.082.100,14.983.561.643.835.600,1,0,0,0,4.0,FALSE
1606,M,Y,Y,2,Working,Secondary / secondary special,Married,Rented apartment,35.608.219.178.082.100,14.983.561.643.835.600,1,0,0,0,4.0,FALSE
1607,M,Y,Y,2,Working,Secondary / secondary special,Married,Rented apartment,35.608.219.178.082.100,14.983.561.643.835.600,1,0,0,0,4.0,FALSE
1608,M,Y,Y,2,Working,Secondary / secondary special,Married,Rented apartment,35.608.219.178.082.100,14.983.561.643.835.600,1,0,0,0,4.0,FALSE
1609,M,Y,Y,2,Working,Secondary / secondary special,Married,Rented apartment,35.608.219.178.082.100,14.983.561.643.835.600,1,0,0,0,4.0,FALSE
1610,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.355.890.410.958.900,-10.006.657.534.246.500,1,0,0,0,2.0,FALSE
1611,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,5.355.890.410.958.900,-10.006.657.534.246.500,1,0,0,0,2.0,FALSE
1612,M,N,Y,0,Working,Secondary / secondary special,Separated,House / apartment,5.598.082.191.780.820,6.564.383.561.643.830,1,0,0,0,1.0,FALSE
1613,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,5.808.767.123.287.670,4.646.575.342.465.750,1,0,0,0,2.0,FALSE
1614,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,5.808.767.123.287.670,4.646.575.342.465.750,1,0,0,0,2.0,FALSE
1615,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,5.808.767.123.287.670,4.646.575.342.465.750,1,0,0,0,2.0,FALSE
1616,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,5.808.767.123.287.670,4.646.575.342.465.750,1,0,0,0,2.0,FALSE
1617,M,N,Y,0,State servant,Secondary / secondary special,Married,House / apartment,2.446.301.369.863.010,28.109.589.041.095.800,1,0,0,0,2.0,FALSE
1618,F,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,4.575.616.438.356.160,67.315.068.493.150.600,1,0,0,0,2.0,FALSE
1619,F,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,4.575.616.438.356.160,67.315.068.493.150.600,1,0,0,0,2.0,FALSE
1620,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,4.278.082.191.780.820,8.901.369.863.013.690,1,0,0,0,2.0,FALSE
1621,F,N,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,4.278.356.164.383.560,28.958.904.109.589.000,1,1,0,0,3.0,FALSE
1622,F,N,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,4.278.356.164.383.560,28.958.904.109.589.000,1,1,0,0,3.0,FALSE
1623,F,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,3.262.739.726.027.390,9.734.246.575.342.460,1,0,0,1,3.0,FALSE
1624,F,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,3.262.739.726.027.390,9.734.246.575.342.460,1,0,0,1,3.0,FALSE
1625,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,2.877.260.273.972.600,5.145.205.479.452.050,1,0,0,0,3.0,FALSE
1626,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,2.877.260.273.972.600,5.145.205.479.452.050,1,0,0,0,3.0,FALSE
1627,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,2.877.260.273.972.600,5.145.205.479.452.050,1,0,0,0,3.0,FALSE
1628,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,2.877.260.273.972.600,5.145.205.479.452.050,1,0,0,0,3.0,FALSE
1629,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,2.877.260.273.972.600,5.145.205.479.452.050,1,0,0,0,3.0,FALSE
1630,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,2.877.260.273.972.600,5.145.205.479.452.050,1,0,0,0,3.0,FALSE
1631,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,2.877.260.273.972.600,5.145.205.479.452.050,1,0,0,0,3.0,FALSE
1632,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,2.877.260.273.972.600,5.145.205.479.452.050,1,0,0,0,3.0,FALSE
1633,M,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,3.368.767.123.287.670,1.181.917.808.219.170,1,0,0,0,4.0,TRUE
1634,M,N,Y,2,Pensioner,Secondary / secondary special,Married,House / apartment,6.651.506.849.315.060,-10.006.657.534.246.500,1,0,0,0,4.0,FALSE
1635,M,N,Y,2,Pensioner,Secondary / secondary special,Married,House / apartment,6.651.506.849.315.060,-10.006.657.534.246.500,1,0,0,0,4.0,FALSE
1636,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,4.633.150.684.931.500,11.652.054.794.520.500,1,0,0,1,2.0,FALSE
1637,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,4.633.150.684.931.500,11.652.054.794.520.500,1,0,0,1,2.0,FALSE
1638,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,5.023.835.616.438.350,506.027.397.260.274,1,0,0,0,2.0,FALSE
1639,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,5.023.835.616.438.350,506.027.397.260.274,1,0,0,0,2.0,FALSE
1640,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,5.023.835.616.438.350,506.027.397.260.274,1,0,0,0,2.0,FALSE
1641,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,5.023.835.616.438.350,506.027.397.260.274,1,0,0,0,2.0,FALSE
1642,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,5.023.835.616.438.350,506.027.397.260.274,1,0,0,0,2.0,FALSE
1643,M,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,29.613.698.630.136.900,6.394.520.547.945.200,1,1,0,0,1.0,FALSE
1644,M,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,29.613.698.630.136.900,6.394.520.547.945.200,1,1,0,0,1.0,FALSE
1645,M,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,29.613.698.630.136.900,6.394.520.547.945.200,1,1,0,0,1.0,FALSE
1646,M,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,29.613.698.630.136.900,6.394.520.547.945.200,1,1,0,0,1.0,FALSE
1647,M,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,29.613.698.630.136.900,6.394.520.547.945.200,1,1,0,0,1.0,FALSE
1648,M,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,29.613.698.630.136.900,6.394.520.547.945.200,1,1,0,0,1.0,FALSE
1649,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.156.164.383.561.600,-10.006.657.534.246.500,1,0,1,0,2.0,FALSE
1650,F,N,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,46.586.301.369.863.000,306.027.397.260.274,1,1,0,0,4.0,FALSE
1651,F,N,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,46.586.301.369.863.000,306.027.397.260.274,1,1,0,0,4.0,FALSE
1652,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.583.561.643.835.600,-10.006.657.534.246.500,1,0,1,0,2.0,FALSE
1653,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.583.561.643.835.600,-10.006.657.534.246.500,1,0,1,0,2.0,FALSE
1654,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.583.561.643.835.600,-10.006.657.534.246.500,1,0,1,0,2.0,FALSE
1655,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.583.561.643.835.600,-10.006.657.534.246.500,1,0,1,0,2.0,FALSE
1656,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.583.561.643.835.600,-10.006.657.534.246.500,1,0,1,0,2.0,FALSE
1657,M,Y,Y,2,Commercial associate,Higher education,Married,House / apartment,3.708.493.150.684.930,57.315.068.493.150.600,1,0,0,0,4.0,FALSE
1658,F,N,Y,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,59.391.780.821.917.800,33.945.205.479.452.000,1,0,0,0,1.0,FALSE
1659,F,N,Y,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,59.391.780.821.917.800,33.945.205.479.452.000,1,0,0,0,1.0,FALSE
1660,F,N,Y,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,59.391.780.821.917.800,33.945.205.479.452.000,1,0,0,0,1.0,FALSE
1661,F,N,Y,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,59.391.780.821.917.800,33.945.205.479.452.000,1,0,0,0,1.0,FALSE
1662,F,N,Y,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,59.391.780.821.917.800,33.945.205.479.452.000,1,0,0,0,1.0,FALSE
1663,F,N,Y,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,59.391.780.821.917.800,33.945.205.479.452.000,1,0,0,0,1.0,FALSE
1664,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.293.150.684.931.500,-10.006.657.534.246.500,1,0,0,0,2.0,FALSE
1665,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.293.150.684.931.500,-10.006.657.534.246.500,1,0,0,0,2.0,FALSE
1666,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,4.521.369.863.013.690,7.315.068.493.150.680,1,0,1,0,3.0,FALSE
1667,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,4.521.369.863.013.690,7.315.068.493.150.680,1,0,1,0,3.0,FALSE
1668,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,4.521.369.863.013.690,7.315.068.493.150.680,1,0,1,0,3.0,FALSE
1669,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,4.521.369.863.013.690,7.315.068.493.150.680,1,0,1,0,3.0,FALSE
1670,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,4.521.369.863.013.690,7.315.068.493.150.680,1,0,1,0,3.0,FALSE
1671,F,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,4.521.369.863.013.690,7.315.068.493.150.680,1,0,1,0,3.0,FALSE
1672,M,N,Y,3,Working,Higher education,Married,House / apartment,3.900.821.917.808.210,10.734.246.575.342.400,1,0,0,0,5.0,FALSE
1673,M,N,Y,3,Working,Higher education,Married,House / apartment,3.900.821.917.808.210,10.734.246.575.342.400,1,0,0,0,5.0,FALSE
1674,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,6.313.424.657.534.240,-10.006.657.534.246.500,1,0,1,0,2.0,FALSE
1675,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,6.313.424.657.534.240,-10.006.657.534.246.500,1,0,1,0,2.0,FALSE
1676,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,6.313.424.657.534.240,-10.006.657.534.246.500,1,0,1,0,2.0,FALSE
1677,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,6.313.424.657.534.240,-10.006.657.534.246.500,1,0,1,0,2.0,FALSE
1678,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,62.273.972.602.739.700,3.675.342.465.753.420,1,1,1,0,1.0,FALSE
1679,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,62.273.972.602.739.700,3.675.342.465.753.420,1,1,1,0,1.0,FALSE
1680,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,62.273.972.602.739.700,3.675.342.465.753.420,1,1,1,0,1.0,FALSE
1681,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,62.273.972.602.739.700,3.675.342.465.753.420,1,1,1,0,1.0,FALSE
1682,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,62.273.972.602.739.700,3.675.342.465.753.420,1,1,1,0,1.0,FALSE
1683,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,5.632.876.712.328.760,1.810.958.904.109.580,1,0,0,0,2.0,FALSE
1684,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,5.632.876.712.328.760,1.810.958.904.109.580,1,0,0,0,2.0,FALSE
1685,F,N,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,5.632.876.712.328.760,1.810.958.904.109.580,1,0,0,0,2.0,FALSE
1686,F,Y,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,5.756.712.328.767.120,-10.006.657.534.246.500,1,0,0,0,1.0,FALSE
1687,F,Y,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,5.756.712.328.767.120,-10.006.657.534.246.500,1,0,0,0,1.0,FALSE
1688,F,Y,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,5.756.712.328.767.120,-10.006.657.534.246.500,1,0,0,0,1.0,FALSE
1689,F,Y,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,5.756.712.328.767.120,-10.006.657.534.246.500,1,0,0,0,1.0,FALSE
1690,F,Y,Y,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,5.756.712.328.767.120,-10.006.657.534.246.500,1,0,0,0,1.0,FALSE
1691,F,N,N,0,Commercial associate,Secondary / secondary special,Married,House / apartment,5.678.082.191.780.820,506.027.397.260.274,1,0,0,1,2.0,FALSE
1692,F,N,N,0,Commercial associate,Secondary / secondary special,Married,House / apartment,5.678.082.191.780.820,506.027.397.260.274,1,0,0,1,2.0,FALSE
1693,F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,4.364.657.534.246.570,12.065.753.424.657.500,1,1,1,0,3.0,FALSE
1694,F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,4.364.657.534.246.570,12.065.753.424.657.500,1,1,1,0,3.0,FALSE
1695,F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,4.364.657.534.246.570,12.065.753.424.657.500,1,1,1,0,3.0,FALSE
1696,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,4.989.041.095.890.410,17.068.493.150.684.900,1,0,0,0,2.0,FALSE
1697,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,5.641.643.835.616.430,17.068.493.150.684.900,1,1,1,1,2.0,FALSE
1698,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,5.641.643.835.616.430,17.068.493.150.684.900,1,1,1,1,2.0,FALSE
1699,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,5.641.643.835.616.430,17.068.493.150.684.900,1,1,1,1,2.0,FALSE
1700,F,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,3.143.013.698.630.130,28.109.589.041.095.800,1,0,0,0,3.0,FALSE
1701,F,N,N,1,Working,Secondary / secondary special,Single / not married,Municipal apartment,4.607.397.260.273.970,12.652.054.794.520.500,1,0,0,0,2.0,FALSE
1702,F,N,N,1,Working,Secondary / secondary special,Single / not married,Municipal apartment,4.607.397.260.273.970,12.652.054.794.520.500,1,0,0,0,2.0,FALSE
1703,F,N,Y,0,State servant,Secondary / secondary special,Widow,House / apartment,5.445.479.452.054.790,16.068.493.150.684.900,1,0,0,0,1.0,FALSE
1704,F,N,Y,0,State servant,Secondary / secondary special,Widow,House / apartment,5.445.479.452.054.790,16.068.493.150.684.900,1,0,0,0,1.0,FALSE
1705,F,N,Y,0,State servant,Secondary / secondary special,Widow,House / apartment,5.445.479.452.054.790,16.068.493.150.684.900,1,0,0,0,1.0,FALSE
1706,M,Y,Y,1,Working,Higher education,Married,House / apartment,438.986.301.369.863,2.643.835.616.438.350,1,0,1,0,3.0,FALSE
1707,M,Y,Y,1,Working,Higher education,Married,House / apartment,438.986.301.369.863,2.643.835.616.438.350,1,0,1,0,3.0,FALSE
1708,M,Y,Y,1,Working,Higher education,Married,House / apartment,438.986.301.369.863,2.643.835.616.438.350,1,0,1,0,3.0,FALSE
1709,M,Y,Y,1,Working,Higher education,Married,House / apartment,438.986.301.369.863,2.643.835.616.438.350,1,0,1,0,3.0,FALSE
1710,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,4.250.958.904.109.580,3.564.383.561.643.830,1,0,0,0,2.0,FALSE
1711,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,4.250.958.904.109.580,3.564.383.561.643.830,1,0,0,0,2.0,FALSE
1712,F,N,Y,0,Working,Secondary / secondary special,Separated,House / apartment,38.136.986.301.369.800,24.767.123.287.671.200,1,0,0,0,1.0,TRUE
1713,F,N,Y,0,Working,Secondary / secondary special,Separated,House / apartment,38.136.986.301.369.800,24.767.123.287.671.200,1,0,0,0,1.0,TRUE
1714,F,N,Y,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,59.915.068.493.150.600,-10.006.657.534.246.500,1,0,0,0,2.0,FALSE
1715,F,N,Y,0,State servant,Secondary / secondary special,Civil marriage,House / apartment,4.368.493.150.684.930,10.063.013.698.630.100,1,1,1,0,2.0,FALSE
1716,F,N,Y,0,State servant,Secondary / secondary special,Civil marriage,House / apartment,4.368.493.150.684.930,10.063.013.698.630.100,1,1,1,0,2.0,FALSE
1717,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,5.945.205.479.452.050,6.646.575.342.465.750,1,0,0,0,2.0,FALSE
1718,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,5.945.205.479.452.050,6.646.575.342.465.750,1,0,0,0,2.0,FALSE
1719,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,5.945.205.479.452.050,6.646.575.342.465.750,1,0,0,0,2.0,FALSE
1720,F,N,N,0,Commercial associate,Higher education,Single / not married,House / apartment,3.358.082.191.780.820,5.394.520.547.945.200,1,0,0,0,1.0,FALSE
1721,F,N,Y,0,Working,Secondary / secondary special,Widow,House / apartment,4.871.780.821.917.800,27.328.767.123.287.600,1,0,0,0,1.0,FALSE
1722,F,N,Y,0,Working,Secondary / secondary special,Widow,House / apartment,4.871.780.821.917.800,27.328.767.123.287.600,1,0,0,0,1.0,FALSE
1723,F,N,Y,0,Working,Secondary / secondary special,Widow,House / apartment,4.871.780.821.917.800,27.328.767.123.287.600,1,0,0,0,1.0,FALSE
1724,M,Y,Y,3,Commercial associate,Secondary / secondary special,Married,House / apartment,3.376.164.383.561.640,306.027.397.260.274,1,0,1,0,5.0,FALSE
1725,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,6.171.780.821.917.800,-10.006.657.534.246.500,1,0,0,0,2.0,FALSE
1726,F,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,6.171.780.821.917.800,-10.006.657.534.246.500,1,0,0,0,2.0,FALSE
1727,M,N,N,0,Working,Secondary / secondary special,Separated,House / apartment,3.935.342.465.753.420,174.027.397.260.274,1,0,0,0,1.0,FALSE
1728,M,N,N,0,Working,Secondary / secondary special,Separated,House / apartment,3.935.342.465.753.420,174.027.397.260.274,1,0,0,0,1.0,FALSE
1729,M,N,N,0,Working,Secondary / secondary special,Separated,House / apartment,3.935.342.465.753.420,174.027.397.260.274,1,0,0,0,1.0,FALSE
1730,M,N,N,0,Working,Secondary / secondary special,Separated,House / apartment,3.935.342.465.753.420,174.027.397.260.274,1,0,0,0,1.0,FALSE
1731,M,N,N,0,Working,Secondary / secondary special,Separated,House / apartment,3.935.342.465.753.420,174.027.397.260.274,1,0,0,0,1.0,FALSE
1732,M,N,Y,0,Pensioner,Secondary / secondary special,Married,House / apartment,6.316.438.356.164.380,-10.006.657.534.246.500,1,0,0,0,2.0,FALSE
1733,F,Y,Y,0,Commercial associate,Higher education,Married,House / apartment,4.721.917.808.219.170,11.424.657.534.246.500,1,0,0,0,2.0,FALSE
1734,F,N,Y,0,Working,Secondary / secondary special,Married,House / apartment,5.567.945.205.479.450,47.315.068.493.150.600,1,0,0,0,2.0,FALSE
1735,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,3.431.506.849.315.060,3.917.808.219.178.080,1,0,0,0,2.0,FALSE
1736,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,3.431.506.849.315.060,3.917.808.219.178.080,1,0,0,0,2.0,FALSE
1737,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,4.817.808.219.178.080,6.438.356.164.383.560,1,0,0,0,2.0,FALSE
1738,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,4.817.808.219.178.080,6.438.356.164.383.560,1,0,0,0,2.0,FALSE
1739,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,4.817.808.219.178.080,6.438.356.164.383.560,1,0,0,0,2.0,FALSE
1740,F,N,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,29.605.479.452.054.700,19.726.027.397.260.200,1,0,0,0,4.0,FALSE
1741,F,N,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,29.605.479.452.054.700,19.726.027.397.260.200,1,0,0,0,4.0,FALSE
1742,F,N,Y,2,Commercial associate,Secondary / secondary special,Married,House / apartment,29.605.479.452.054.700,19.726.027.397.260.200,1,0,0,0,4.0,FALSE
1743,F,N,N,2,Commercial associate,Incomplete higher,Married,House / apartment,3.781.643.835.616.430,8.901.369.863.013.690,1,0,1,0,4.0,FALSE
1744,F,N,Y,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,3.635.616.438.356.160,6.438.356.164.383.560,1,1,1,1,1.0,FALSE
1745,F,N,Y,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,3.635.616.438.356.160,6.438.356.164.383.560,1,1,1,1,1.0,FALSE
1746,F,N,Y,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,3.635.616.438.356.160,6.438.356.164.383.560,1,1,1,1,1.0,FALSE
1747,F,N,Y,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,3.635.616.438.356.160,6.438.356.164.383.560,1,1,1,1,1.0,FALSE
1748,M,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,3.362.191.780.821.910,606.027.397.260.274,1,1,0,0,3.0,FALSE
1749,M,N,Y,1,Working,Secondary / secondary special,Married,House / apartment,3.362.191.780.821.910,606.027.397.260.274,1,1,0,0,3.0,FALSE
1750,M,Y,N,2,Working,Secondary / secondary special,Married,House / apartment,4.048.219.178.082.190,606.027.397.260.274,1,0,0,0,4.0,FALSE
1751,M,Y,N,2,Working,Secondary / secondary special,Married,House / apartment,4.048.219.178.082.190,606.027.397.260.274,1,0,0,0,4.0,TRUE
1752,M,Y,N,2,Working,Secondary / secondary special,Married,House / apartment,4.048.219.178.082.190,606.027.397.260.274,1,0,0,0,4.0,TRUE
1753,M,Y,N,2,Working,Secondary / secondary special,Married,House / apartment,4.048.219.178.082.190,606.027.397.260.274,1,0,0,0,4.0,TRUE
1754,M,Y,N,2,Working,Secondary / secondary special,Married,House / apartment,4.048.219.178.082.190,606.027.397.260.274,1,0,0,0,4.0,FALSE
1755,F,N,N,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,28.024.657.534.246.500,33.123.287.671.232.800,1,0,0,0,1.0,FALSE
1756,F,N,N,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,28.024.657.534.246.500,33.123.287.671.232.800,1,0,0,0,1.0,FALSE
1757,F,N,N,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,28.024.657.534.246.500,33.123.287.671.232.800,1,0,0,0,1.0,FALSE
1758,M,N,Y,2,Working,Secondary / secondary special,Married,House / apartment,3.897.534.246.575.340,28.109.589.041.095.800,1,1,1,0,4.0,FALSE
